49.950832,-125.270833
49.91,-99.951944
69.108055,-105.138333
49.052333,-123.870167
49.296389,-117.6325
47.007778,-65.449167
47.990833,-66.330278
67.816667,-115.143889
52.075001,-111.445278
49.152779,-121.93889
70.486111,-68.516667
64.193333,-83.359444
64.043056,-139.127778
61.371111,-139.040556
49.468056,-120.511389
49.210833,-57.391388
58.422222,-130.032222
51.100834,-100.0525
55.742333,-120.183
53.309723,-113.579722
61.094166,-94.070833
49.210278,-102.965833
53.578888,-116.465
79.994722,-85.814167
68.304167,-133.482778
63.75639,-68.555832
45.868889,-66.537222
48.746111,-69.097222
54.678055,-101.681667
61.180832,-113.689722
61.760153,-121.236525
44.225277,-76.596944
53.625278,-77.704167
48.775278,-64.478611
49.778332,-86.939445
47.424721,-61.778056
52.816666,-102.31139
49.831667,-92.744167
70.762778,-117.806111
68.635556,-95.849722
43.173611,-79.935
45.5175,-73.416944
60.839722,-115.782778
44.880833,-63.50861
48.773888,-91.638611
72.683334,-77.966667
45.294445,-73.281111
48.544167,-58.549999
50.702222,-120.444444
43.460833,-80.378611
54.805278,-66.805278
51.5175,-109.180833
43.862221,-79.37
47.82,-83.346667
54.125278,-108.522778
53.309166,-110.0725
82.517778,-62.280556
49.956112,-119.377778
63.616389,-135.868333
50.330278,-105.559167
56.653333,-111.221944
51.291111,-80.607778
46.272778,-75.990556
45.681944,-74.005278
50.19,-61.789167
45.521694,-75.563589
49.761667,-77.802778
67.570556,-139.839167
54.404999,-110.279444
58.621389,-117.164722
45.3225,-75.669167
53.214167,-105.672778
56.226944,-117.447222
49.903056,-98.273889
49.21611,-122.71
51.446388,-90.214167
49.836389,-64.288611
44.23,-78.363333
54.28611,-130.444722
58.767223,-111.117222
44.974722,-79.303333
46.791111,-71.393333
52.182222,-113.894444
42.275556,-82.955556
60.116389,-128.8225
49.788334,-94.363056
49.630278,-112.799722
46.112221,-64.678611
49.710833,-124.886667
50.431944,-104.665833
48.371944,-89.323889
55.179722,-118.885
51.264721,-102.461667
52.769167,-108.24361
48.936944,-54.568056
46.161388,-60.047779
53.026112,-122.510278
74.716944,-94.969444
47.764444,-69.584722
48.52,-72.265556
52.429722,-114.904167
62.81139,-92.115833
46.625,-80.798889
45.438611,-71.691389
45.316111,-65.890278
60.020278,-111.961944
72.982222,-84.613611
46.440556,-63.833611
71.993889,-125.2425
64.23,-76.526667
55.801111,-97.864166
44.118889,-77.528056
48.569721,-81.376667
43.627499,-79.396167
69.433334,-133.026389
45.470556,-73.740833
66.521389,-86.224722
68.776111,-81.243611
48.206111,-78.835556
55.15139,-105.261944
53.355833,-110.82389
67.545833,-64.031389
48.053333,-77.782778
58.096111,-68.426944
65.281617,-126.798219
49.193889,-123.184444
55.841944,-108.4175
44.745834,-81.107222
45.952221,-77.319168
49.910036,-97.239886
52.921944,-66.864444
52.183056,-122.054167
63.209444,-123.436667
49.612222,-115.781944
53.5725,-113.520556
52.170834,-106.699722
50.01889,-110.720833
56.238056,-120.740278
50.113889,-91.905278
66.145,-65.713611
47.695,-79.848889
53.889444,-122.678889
54.468508,-128.576219
43.033056,-81.151111
49.025278,-122.360556
60.709553,-135.067269
46.363611,-79.422778
51.113888,-114.020278
54.824722,-127.182778
58.836389,-122.596944
